Id;Label;indegree;outdegree;degree;clustering;Clustering Coefficient;;;;;
bc1qfcd264p6cy7uucgcdaaexpgrxdtyumwefqgzzx;bc1qfcd264p6cy7uucgcdaaexpgrxdtyumwefqgzzx;1;2;3;0.5;0;;;;;
149KYVVewgkTKXnXfAuPF4MGwoGkGxohaY;149KYVVewgkTKXnXfAuPF4MGwoGkGxohaY;1;0;1;0;0;;;;;
bc1q27jfpt9g6hrzfzgjx72pftkxsldnhezqkgnc90;bc1q27jfpt9g6hrzfzgjx72pftkxsldnhezqkgnc91;0;1;1;0;0;;;;;
bc1qgkyyjkpad5utfy4ktmueuvu4v49m6v7j899xek;bc1qgkyyjkpad5utfy4ktmueuvu4v49m6v7j899xek;0;1;1;0;0;;;;;
bc1q4jqctjyzq80ufhxlcskwml6cphdnt70n0qwlck;bc1q4jqctjyzq80ufhxlcskwml6cphdnt70n0qwlck;0;1;1;0;0;;;;;
bc1q4tp2fs3d90vve984wkgsxja28vx0u8vn09ygfl;bc1q4tp2fs3d90vve984wkgsxja28vx0u8vn09ygfl;0;1;1;0;0;;;;;
bc1qrnw26qssf7vtk3996avlff75kx65ng9uwtewsa;bc1qrnw26qssf7vtk3996avlff75kx65ng9uwtewsa;0;1;1;0;0;;;;;
bc1q0hcc6jju0shkf2p8n2dnr28a5adus0msl57dwn;bc1q0hcc6jju0shkf2p8n2dnr28a5adus0msl57dwn;5;0;5;0;0;;;;;
bc1q8uhal8nusuzyd89cqzzlvqtrftjja7jh4adk4s;bc1q8uhal8nusuzyd89cqzzlvqtrftjja7jh4adk4s;1;2;3;0.5;0;;;;;
bc1qqzp4hs9pqrdcdqfrs5xa6536h98d4nn7ra5x7p;bc1qqzp4hs9pqrdcdqfrs5xa6536h98d4nn7ra5x7p;1;0;1;0;0;;;;;
bc1qzmnvsh7umh0cz5n37sg8cd4wn454h3z68vm0p8;bc1qzmnvsh7umh0cz5n37sg8cd4wn454h3z68vm0p9;0;2;2;0;0;;;;;
bc1qx7fkz8wt8h3nunut4kv0ypljwj2hs3gzw7qmgldwja78hhudygzst8ehgf;bc1qx7fkz8wt8h3nunut4kv0ypljwj2hs3gzw7qmgldwja78hhudygzst8ehgf;1;1;2;0;0;;;;;
bc1qy5a0gkm6axckzjhh4yw2cfzyjnajwg2q3zyn6d;bc1qy5a0gkm6axckzjhh4yw2cfzyjnajwg2q3zyn6d;1;0;1;0;0;;;;;
1F8ZDK8yS6ByUJ8Lrz1e2YsVQQGpo43kEX;1F8ZDK8yS6ByUJ8Lrz1e2YsVQQGpo43kEX;1;2;3;0.5;0;;;;;
bc1qn0st5d7q0x6u074zuvhur9k3cgtpfcrr0al6aj;bc1qn0st5d7q0x6u074zuvhur9k3cgtpfcrr0al6aj;1;0;1;0;0;;;;;
bc1pkdwezmjda0p2t66usra2n587s5qlpfcajw9wl2lrvlykdm3ht7mqxmv9fu;bc1pkdwezmjda0p2t66usra2n587s5qlpfcajw9wl2lrvlykdm3ht7mqxmv9fu;1;0;1;0;0;;;;;
bc1qq2sahpcm0ccpsgcz9whh0zh3spnzc2vmxf6f5q;bc1qq2sahpcm0ccpsgcz9whh0zh3spnzc2vmxf6f5q;1;7;8;0.142857;0;;;;;
3CwYHhRSSBEdWvdbFRGShKnq2FsCieuf5p;3CwYHhRSSBEdWvdbFRGShKnq2FsCieuf5p;1;0;1;0;0;;;;;
bc1qlhv93j69nlvr68jgtvzmlksza2l5htp39cmphu;bc1qlhv93j69nlvr68jgtvzmlksza2l5htp39cmphu;1;0;1;0;0;;;;;
bc1qr36q0cvmrr2ujaznxhpzjmqlyafpgy88hg39gn;bc1qr36q0cvmrr2ujaznxhpzjmqlyafpgy88hg39gn;1;0;1;0;0;;;;;
bc1qxfaupl4zkhw9e63kz9nxnc6yg8znxjufclzvfr;bc1qxfaupl4zkhw9e63kz9nxnc6yg8znxjufclzvfr;1;0;1;0;0;;;;;
bc1qt6q2w7t0j0ghh2jjdphqrd6k2hvm4q4a8w3t8m;bc1qt6q2w7t0j0ghh2jjdphqrd6k2hvm4q4a8w3t8m;1;0;1;0;0;;;;;
1K3ZJbnDq7t76Kt786KSZiBNaJjqskbP6C;1K3ZJbnDq7t76Kt786KSZiBNaJjqskbP6C;1;0;1;0;0;;;;;
bc1qhse8drkgz28hh8e8s6u4qu6jhj7c8drf3wzd6m;bc1qhse8drkgz28hh8e8s6u4qu6jhj7c8drf3wzd6m;0;2;2;0;0;;;;;
bc1q49rdjnys44anh5hkh9rv6cuww8wfsm9zykw94e;bc1q49rdjnys44anh5hkh9rv6cuww8wfsm9zykw94e;0;2;2;0;0;;;;;
bc1qr8mcf4hps8dn6n7jxnxa9nrzj6jypug0lp2car;bc1qr8mcf4hps8dn6n7jxnxa9nrzj6jypug0lp2car;2;0;2;0;0;;;;;
36pdyLG9EathnzNQK94Fs8b3snfAiVdURA;36pdyLG9EathnzNQK94Fs8b3snfAiVdURA;2;0;2;0;0;;;;;
bc1qsc3lzuvd0hwvpwp55w48d0x7qhev9vaza578dy;bc1qsc3lzuvd0hwvpwp55w48d0x7qhev9vaza578dy;0;1;1;0;0;;;;;
bc1qgn9v8nrzjf9320s2jnfprgpjhkvqytraxqn0qt;bc1qgn9v8nrzjf9320s2jnfprgpjhkvqytraxqn0qt;1;0;1;0;0;;;;;
bc1pyue22hj72r8fpvz4675waw59zj50knrp6evr0afvsm2fd4mzw5sqtmuaqr;bc1pyue22hj72r8fpvz4675waw59zj50knrp6evr0afvsm2fd4mzw5sqtmuaqr;1;2;3;0.5;0;;;;;
bc1pru77q0wfqchr6wt4rxxxf8j9s8dkd4nc09jtj4pxxfuhp9wqlzaq448kay;bc1pru77q0wfqchr6wt4rxxxf8j9s8dkd4nc09jtj4pxxfuhp9wqlzaq448kay;1;0;1;0;0;;;;;
bc1qnqgtc5m0f0e59qnzqfldry33kyks5wwnqxhzg8;bc1qnqgtc5m0f0e59qnzqfldry33kyks5wwnqxhzg9;0;2;2;0;0;;;;;
1DbFF1Pn3gkh9MccDSNNg9fkVPi578Gww4;1DbFF1Pn3gkh9MccDSNNg9fkVPi578Gww5;1;0;1;0;0;;;;;
bc1qfsffmn0z9c9xtgxqkh9uu095ja7mdntry7aflt;bc1qfsffmn0z9c9xtgxqkh9uu095ja7mdntry7aflt;1;0;1;0;0;;;;;
bc1qfk50lxyvd3y9u93z5j9ga6tcguzt45539crzjk;bc1qfk50lxyvd3y9u93z5j9ga6tcguzt45539crzjk;0;2;2;0;0;;;;;
bc1qn5re6zv9yd80hwf4kma0z4eqy9sz5tr8xwvrz8;bc1qn5re6zv9yd80hwf4kma0z4eqy9sz5tr8xwvrz9;0;2;2;0;0;;;;;
bc1qv54nhz2e9yyh4wcg777qjhqx5xu5x9v73wvzyj;bc1qv54nhz2e9yyh4wcg777qjhqx5xu5x9v73wvzyj;2;0;2;0;0;;;;;
3KXeYFCjvUEVzFB6HkAVcUiM68JMDP9Xxn;3KXeYFCjvUEVzFB6HkAVcUiM68JMDP9Xxn;2;0;2;0;0;;;;;
bc1p53v8mah7su7g293fuadj0tunwy58sxr7cq6hnmase9wlu0e7utwq603fjq;bc1p53v8mah7su7g293fuadj0tunwy58sxr7cq6hnmase9wlu0e7utwq603fjq;1;2;3;0.5;0;;;;;
bc1p8v9hlake4vf2xhvnjl9m3w9g9sp6ujs56atsfvyx5txmcfay0l3s59m4na;bc1p8v9hlake4vf2xhvnjl9m3w9g9sp6ujs56atsfvyx5txmcfay0l3s59m4na;1;0;1;0;0;;;;;
bc1quhedknxu0sk4sr0svvj564asn8cpq4g7vtdxdcmf8ggl9fnf8xps29vswf;bc1quhedknxu0sk4sr0svvj564asn8cpq4g7vtdxdcmf8ggl9fnf8xps29vswf;0;2;2;0;0;;;;;
bc1qrkhs0p5gk2w22rynqd53ml7ygjn7z9yg0d8dq3vw5zr0cgzfcs9sqhhgju;bc1qrkhs0p5gk2w22rynqd53ml7ygjn7z9yg0d8dq3vw5zr0cgzfcs9sqhhgju;0;2;2;0;0;;;;;
bc1qc4z858z6ljtt89ml8pnrga8qsq5zapq70ujal3;bc1qc4z858z6ljtt89ml8pnrga8qsq5zapq70ujal4;2;0;2;0;0;;;;;
bc1q5km8ulk9xhjye4lht9w2xav0l89ut4cz2mpyt3ydann9lpv46f4ssehsm3;bc1q5km8ulk9xhjye4lht9w2xav0l89ut4cz2mpyt3ydann9lpv46f4ssehsm4;2;0;2;0;0;;;;;
bc1qdnu7qu2p0cgz5dnzqwpl0d98t30qwsvnvc5a0s;bc1qdnu7qu2p0cgz5dnzqwpl0d98t30qwsvnvc5a0s;0;1;1;0;0;;;;;
bc1qa2wztevwuvwqykgca6pxm8t73p3jrv6pxg8jdw;bc1qa2wztevwuvwqykgca6pxm8t73p3jrv6pxg8jdw;2;0;2;0;0;;;;;
bc1pxrar25lgjj2904jhvrxmk3nujk548q3ptpfv4p9qv88lua9aatusjtw40z;bc1pxrar25lgjj2904jhvrxmk3nujk548q3ptpfv4p9qv88lua9aatusjtw40z;0;2;2;0;0;;;;;
bc1p577ddxw0zrqp7rhje24s4gw2ahmc76tjnrkwlnnykvs2vhwgky5srs6c26;bc1p577ddxw0zrqp7rhje24s4gw2ahmc76tjnrkwlnnykvs2vhwgky5srs6c27;0;2;2;0;0;;;;;
bc1puu5f6tz3c6l3cml0nnsetn4mk765cjgmyf5w5hjrjnc3vptpwpyq40h8wc;bc1puu5f6tz3c6l3cml0nnsetn4mk765cjgmyf5w5hjrjnc3vptpwpyq40h8wc;0;2;2;0;0;;;;;
bc1pplxu8ra98u7ugst05n7437z3wftmqddc0vcrcrw4v5rdtqr5n2fsuvp0pr;bc1pplxu8ra98u7ugst05n7437z3wftmqddc0vcrcrw4v5rdtqr5n2fsuvp0pr;0;2;2;0;0;;;;;
bc1qnhma3y6da45smq3vsm3auafxxj6skv26dyt0ca;bc1qnhma3y6da45smq3vsm3auafxxj6skv26dyt0ca;4;0;4;0;0;;;;;
bc1pgr05qktk4y2uwkakgse66jr4nu9jk45jzmnrm3ellgllj5mfqwpqtxdsh5;bc1pgr05qktk4y2uwkakgse66jr4nu9jk45jzmnrm3ellgllj5mfqwpqtxdsh6;4;0;4;0;0;;;;;
12oMPyyorH3h7MS1Prbzbxhf3vVrXtgn3L;12oMPyyorH3h7MS1Prbzbxhf3vVrXtgn3L;0;2;2;0;0;;;;;
17PeDsw1Poy93hxuNchVTQuWRELWeobK3g;17PeDsw1Poy93hxuNchVTQuWRELWeobK3g;1;0;1;0;0;;;;;
13DQfpMiAHsABdTZDS7zVVms8J2qk4fKUm;13DQfpMiAHsABdTZDS7zVVms8J2qk4fKUm;1;0;1;0;0;;;;;
bc1pmvg8tqppxery7pvl88ju6metx24kwuxl7ersr2vtctf6u4vagrdq8tu0hk;bc1pmvg8tqppxery7pvl88ju6metx24kwuxl7ersr2vtctf6u4vagrdq8tu0hk;1;2;3;0.5;0;;;;;
bc1pvflnlmcfj4h3ch93e9tl7qlg08uvct04nrpsjs50yemedl9h3ntqnehepu;bc1pvflnlmcfj4h3ch93e9tl7qlg08uvct04nrpsjs50yemedl9h3ntqnehepu;1;0;1;0;0;;;;;
bc1p23z58t55crxkxm4g9q4sgj5uqjgkmhhz6ujd86yty0t5m53dkh0sp2q9pn;bc1p23z58t55crxkxm4g9q4sgj5uqjgkmhhz6ujd86yty0t5m53dkh0sp2q9pn;1;2;3;0.5;0;;;;;
bc1pmy43r3ep5dkhju7u40hqsf89nmlklljp34cuzu549r4h2ealaaesqm6jkz;bc1pmy43r3ep5dkhju7u40hqsf89nmlklljp34cuzu549r4h2ealaaesqm6jkz;1;0;1;0;0;;;;;
1A4CvMS4g1pm6xQNUZGvdZ3ohzbdU8vSYC;1A4CvMS4g1pm6xQNUZGvdZ3ohzbdU8vSYC;0;1;1;0;0;;;;;
bc1q8k794p0cdwwpxmrspj0xcqqde9jhnfa0m529rv;bc1q8k794p0cdwwpxmrspj0xcqqde9jhnfa0m529rv;1;0;1;0;0;;;;;
bc1pegu0zgh7afhsp246lkahq3gx35rrf8rl6u5nafv5fe493yne2cdqg0q9xc;bc1pegu0zgh7afhsp246lkahq3gx35rrf8rl6u5nafv5fe493yne2cdqg0q9xc;1;1;2;0;0;;;;;
bc1prhfym395wm2ypk5gff0l2entu7kxp5nracpz0s8djyhd3npfgydqnassxc;bc1prhfym395wm2ypk5gff0l2entu7kxp5nracpz0s8djyhd3npfgydqnassxc;2;2;4;1;0;;;;;
bc1qv7gau2dk6j5yx23e94l0shmrmn6jmjhlhwtyzr;bc1qv7gau2dk6j5yx23e94l0shmrmn6jmjhlhwtyzr;0;1;1;0;0;;;;;
1Jd4u6gucZM4rJiMAvQDxDKvgxzR9pgteP;1Jd4u6gucZM4rJiMAvQDxDKvgxzR9pgteP;1;0;1;0;0;;;;;
bc1p7tumujxjgeljpmr26elgpyyjc4wg83x4w3qjxccxd864pwyspvds6pdgxa;bc1p7tumujxjgeljpmr26elgpyyjc4wg83x4w3qjxccxd864pwyspvds6pdgxa;2;2;4;1;0;;;;;
bc1qghamk8v0rgj3te85mwl4h7yuz298hurn9k3tgt;bc1qghamk8v0rgj3te85mwl4h7yuz298hurn9k3tgt;0;2;2;0;0;;;;;
bc1qnyvqwnmal7dr3tk6tdp4efumhz4lzv9k2prhky;bc1qnyvqwnmal7dr3tk6tdp4efumhz4lzv9k2prhky;1;0;1;0;0;;;;;
bc1qktdse0u85mpkhzp3taz9ruk6dpyhkyqacxle3a;bc1qktdse0u85mpkhzp3taz9ruk6dpyhkyqacxle3a;1;0;1;0;0;;;;;
bc1q4je5jmr9v3cd44x3gmrsdyr8r9yv8g2al72dhz;bc1q4je5jmr9v3cd44x3gmrsdyr8r9yv8g2al72dhz;1;2;3;0.5;0;;;;;
bc1qaw99d6msz6cq35d9xkpxt89c6zqlnz80ft8w2n;bc1qaw99d6msz6cq35d9xkpxt89c6zqlnz80ft8w2n;1;0;1;0;0;;;;;
bc1pmkh4sachddtm87e9s6m60u2udjdl0rpp2lugk4yyt68z5a6938pshlskpt;bc1pmkh4sachddtm87e9s6m60u2udjdl0rpp2lugk4yyt68z5a6938pshlskpt;2;2;4;1;0;;;;;
bc1qr589fyp3dqr09nzurq3x0p6g3jfqle0y7s7vj4;bc1qr589fyp3dqr09nzurq3x0p6g3jfqle0y7s7vj5;0;2;2;0;0;;;;;
bc1qwxpzl9ejzf825xje9us0dazvf5vzs0wmgeccel06urca8g6n9zrsza4p69;bc1qwxpzl9ejzf825xje9us0dazvf5vzs0wmgeccel06urca8g6n9zrsza4p70;1;0;1;0;0;;;;;
bc1q0zu3hnws0lj5camtt4ta2f2k9jv7ecc38l9jj3;bc1q0zu3hnws0lj5camtt4ta2f2k9jv7ecc38l9jj4;1;0;1;0;0;;;;;
bc1qaywutc3mwx7ye9nc9cs7hus25pryxrva8zdgey;bc1qaywutc3mwx7ye9nc9cs7hus25pryxrva8zdgey;0;2;2;0;0;;;;;
3CMs1e1wG3EVM12FL2Edb9WuUuhcKJ1hWv;3CMs1e1wG3EVM12FL2Edb9WuUuhcKJ1hWv;1;0;1;0;0;;;;;
bc1qzkf32p4fsn4j0czjezzvs7kp6nfv9qun4wvnk9;bc1qzkf32p4fsn4j0czjezzvs7kp6nfv9qun4wvnk10;1;0;1;0;0;;;;;
bc1qk6yms6wc07cn267wh5q2d7w33t9my0tpexhws7;bc1qk6yms6wc07cn267wh5q2d7w33t9my0tpexhws8;0;1;1;0;0;;;;;
bc1qn27he684lv3ydxmmsvufzjt7ag6a4dyune3743;bc1qn27he684lv3ydxmmsvufzjt7ag6a4dyune3744;1;0;1;0;0;;;;;
bc1qc39689k6p0054y95mrx4zy2ez4qn34yk73pzm5;bc1qc39689k6p0054y95mrx4zy2ez4qn34yk73pzm6;1;2;3;0.5;0;;;;;
bc1q8aw3waldknlxdk6wpav30fxgnhq7cyr3mtezsw;bc1q8aw3waldknlxdk6wpav30fxgnhq7cyr3mtezsw;1;0;1;0;0;;;;;
bc1p9ern9rd033y8x33h3gdzy2yum2zsps7y5nmzgpuav62av9qmku7slr2y0g;bc1p9ern9rd033y8x33h3gdzy2yum2zsps7y5nmzgpuav62av9qmku7slr2y0g;0;2;2;0;0;;;;;
bc1qlyzn827ajmqx3n3qmgmzqqlgw5dma08kp735x0;bc1qlyzn827ajmqx3n3qmgmzqqlgw5dma08kp735x1;1;0;1;0;0;;;;;
bc1ps0vf93cry0vw2ux8g57s9ep0fxqrxf6p5crdwk2pqa4k3n2nanzsepd67r;bc1ps0vf93cry0vw2ux8g57s9ep0fxqrxf6p5crdwk2pqa4k3n2nanzsepd67r;1;0;1;0;0;;;;;
bc1p3sw64xv3kwgz0knu657vn66s8hfjz24qhyxa59ktqwas2mmrjnwqrd56y6;bc1p3sw64xv3kwgz0knu657vn66s8hfjz24qhyxa59ktqwas2mmrjnwqrd56y7;2;0;2;0.5;1;;;;;
bc1qcq2uv5nk6hec6kvag3wyevp6574qmsm9scjxc2;bc1qcq2uv5nk6hec6kvag3wyevp6574qmsm9scjxc3;5;0;5;0.15;0.3;;;;;
bc1pzq4q4xu5qfspywawtj3zmesn5ret84gjfa0r6jwz5rkp0507mteqp20fdz;bc1pzq4q4xu5qfspywawtj3zmesn5ret84gjfa0r6jwz5rkp0507mteqp20fdz;1;2;3;0.5;0;;;;;
bc1pyugfa42mj9xvtzqdu3kp4jpaqs6jalhvz6q4skcazrzjscqwu4rqzpgk4v;bc1pyugfa42mj9xvtzqdu3kp4jpaqs6jalhvz6q4skcazrzjscqwu4rqzpgk4v;1;0;1;0;0;;;;;
bc1ppf99cu7qh2r7688hl8xcjedkxp7y26rljtlalhzkfjay850pmnmq7rnwzv;bc1ppf99cu7qh2r7688hl8xcjedkxp7y26rljtlalhzkfjay850pmnmq7rnwzv;2;0;2;0.5;1;;;;;
bc1qp8j9sx6609h7llqufurxjgrwsqwt020tqzn0gs;bc1qp8j9sx6609h7llqufurxjgrwsqwt020tqzn0gs;17;0;17;0.139706;0.183824;;;;;
1FE3HVkZKempkVVq3F6v8izwQmqThmQncp;1FE3HVkZKempkVVq3F6v8izwQmqThmQncp;1;3;4;0.333333;0;;;;;
bc1qpq7sy4pn73hf4g8k90l3e64v2fg93lasrm70rf;bc1qpq7sy4pn73hf4g8k90l3e64v2fg93lasrm70rf;1;0;1;0;0;;;;;
bc1qqa4nvt5tl58n6kz4trrj3sf75sd7jfr694kyrc;bc1qqa4nvt5tl58n6kz4trrj3sf75sd7jfr694kyrc;0;2;2;0;0;;;;;
1Ef413Z6y2gHRoGNcrCk6GyPxYX82ztZkB;1Ef413Z6y2gHRoGNcrCk6GyPxYX82ztZkB;1;0;1;0;0;;;;;
bc1qy5rf9hfs2uda82hzz3cyrzeppusxj989p06avm;bc1qy5rf9hfs2uda82hzz3cyrzeppusxj989p06avm;1;0;1;0;0;;;;;
bc1qa49vmajlne9zj72kmd4xuylezqfcepzq3atsxr;bc1qa49vmajlne9zj72kmd4xuylezqfcepzq3atsxr;1;2;3;0.5;0;;;;;
bc1q97ev9uh7f6mswqt2tq5l9ujmfks55987e03t42;bc1q97ev9uh7f6mswqt2tq5l9ujmfks55987e03t43;1;0;1;0;0;;;;;
bc1pn5s6xfjlac3mfed8kcjjs36ff0whhqsg0emcge93vlk2jdgsjt3sq3f2kq;bc1pn5s6xfjlac3mfed8kcjjs36ff0whhqsg0emcge93vlk2jdgsjt3sq3f2kq;1;5;6;0.2;0;;;;;
bc1ps8ha3yruw2v4g7dx36stdmumspd8kyfej6qy9hsfl8xq03tvwkqsv7kwpf;bc1ps8ha3yruw2v4g7dx36stdmumspd8kyfej6qy9hsfl8xq03tvwkqsv7kwpf;1;0;1;0;0;;;;;
bc1phld0063pz3zr3xfwjz7rasrkzhft0wl370ppk4ud87rdr087ktkqfjjm5t;bc1phld0063pz3zr3xfwjz7rasrkzhft0wl370ppk4ud87rdr087ktkqfjjm5t;1;0;1;0;0;;;;;
bc1pyxzaxjxyvukgyk8q3a6y0m8dy95y66x8rdmr5jzkg5ruztgz769saagu5g;bc1pyxzaxjxyvukgyk8q3a6y0m8dy95y66x8rdmr5jzkg5ruztgz769saagu5g;1;0;1;0;0;;;;;
bc1pyvfgeukgtxfklqj9r9sdzpjp3a7up2r0eu6axf2e4qs977g3csvqa9arlv;bc1pyvfgeukgtxfklqj9r9sdzpjp3a7up2r0eu6axf2e4qs977g3csvqa9arlv;1;0;1;0;0;;;;;
bc1p30xglzw9ca8hvqwpwg3uaygp83fe0leyt7a8kfd484mzhc6xj79sus05t9;bc1p30xglzw9ca8hvqwpwg3uaygp83fe0leyt7a8kfd484mzhc6xj79sus05t10;0;1;1;0;0;;;;;
bc1ppnh9dkd55xyfcwpxg7vuwekfh7qaavcfg7e87a8z2kefv3d4n95q2yr7fx;bc1ppnh9dkd55xyfcwpxg7vuwekfh7qaavcfg7e87a8z2kefv3d4n95q2yr7fx;1;0;1;0;0;;;;;
bc1peehfkjxgpg7ju3mhehjngtydxwudud8435h6qs0cp0ay4wzlcsfsj79a5a;bc1peehfkjxgpg7ju3mhehjngtydxwudud8435h6qs0cp0ay4wzlcsfsj79a5a;1;2;3;0.5;0;;;;;
bc1prm7wcmgk2y8nucsuf5end5ury9lsv7psgynl4vyt3x6vvyc77ers0e5tth;bc1prm7wcmgk2y8nucsuf5end5ury9lsv7psgynl4vyt3x6vvyc77ers0e5tth;1;0;1;0;0;;;;;
bc1qxujjteynduqhf7mra9zvzhhk7uu28ah7mfv2k2;bc1qxujjteynduqhf7mra9zvzhhk7uu28ah7mfv2k3;0;3;3;0;0;;;;;
bc1qygw62txvwnq0hp7qmn6lrjapprhm37dlp4f4xn;bc1qygw62txvwnq0hp7qmn6lrjapprhm37dlp4f4xn;0;3;3;0;0;;;;;
bc1q3ual285qju7c7upqwrq87mmuvqa9qwrcyrxlzw;bc1q3ual285qju7c7upqwrq87mmuvqa9qwrcyrxlzw;2;0;2;0;0;;;;;
bc1qeegunj5e74rfjmq9lthvz7e002qec9g3cwhn8f;bc1qeegunj5e74rfjmq9lthvz7e002qec9g3cwhn8f;2;0;2;0;0;;;;;
bc1q4pmjnlywa2a2u6lga8esdmzyfrrfg8tkh8tthl;bc1q4pmjnlywa2a2u6lga8esdmzyfrrfg8tkh8tthl;2;0;2;0;0;;;;;
bc1quhruqrghgcca950rvhtrg7cpd7u8k6svpzgzmrjy8xyukacl5lkq0r8l2d;bc1quhruqrghgcca950rvhtrg7cpd7u8k6svpzgzmrjy8xyukacl5lkq0r8l2d;16;16;32;0.274194;0.517241;;;;;
3Qj6EYBML5eC4g6UYKpE83xwWiDiPNfifW;3Qj6EYBML5eC4g6UYKpE83xwWiDiPNfifW;0;16;16;0.0625;0.125;;;;;
3Pu5dHMsNHTDquFTWLdEpYJzEevWdXwJKD;3Pu5dHMsNHTDquFTWLdEpYJzEevWdXwJKD;0;16;16;0.0625;0.125;;;;;
bc1q0dtgphdszk9x0ekfus5uqc77ee7397rtersmwsun6ml2nen0rqkq0rpc7v;bc1q0dtgphdszk9x0ekfus5uqc77ee7397rtersmwsun6ml2nen0rqkq0rpc7v;0;16;16;0.0625;0.125;;;;;
3CY3SHzm8Tf7HYAzwXE6dUxMV1quoGVWtN;3CY3SHzm8Tf7HYAzwXE6dUxMV1quoGVWtN;0;16;16;0.0625;0.125;;;;;
3Mz7jtyd6GnTHVHzMaJ8Gthe5K3Hs78X5k;3Mz7jtyd6GnTHVHzMaJ8Gthe5K3Hs78X5k;0;16;16;0.0625;0.125;;;;;
bc1quv0y8wzwu3x5n7cduvu2kl2kd7wfk7xah3vnr7wjzj4j5rw3s0msyyp78k;bc1quv0y8wzwu3x5n7cduvu2kl2kd7wfk7xah3vnr7wjzj4j5rw3s0msyyp78k;0;16;16;0.0625;0.125;;;;;
3Pn6ZyqAX5Eco1RJFefW2B1pnqGM9WdoV7;3Pn6ZyqAX5Eco1RJFefW2B1pnqGM9WdoV8;0;16;16;0.0625;0.125;;;;;
3G5GsxKQJqLcJgEu8aBRU131iSSuZfmDBP;3G5GsxKQJqLcJgEu8aBRU131iSSuZfmDBP;0;16;16;0.0625;0.125;;;;;
37ve6G7UJ3DbLteDRSpkGKydf7AcGBqTWM;37ve6G7UJ3DbLteDRSpkGKydf7AcGBqTWM;0;16;16;0.0625;0.125;;;;;
3FvvvJ61isdW2zjaQu3np6WxBodNN7s9Uc;3FvvvJ61isdW2zjaQu3np6WxBodNN7s9Uc;0;16;16;0.0625;0.125;;;;;
3Pwm5AGZHXj6vuA41CUdECttFcqTBYGzPy;3Pwm5AGZHXj6vuA41CUdECttFcqTBYGzPy;0;16;16;0.0625;0.125;;;;;
36u7PMDznjtLMthdoMqoqeu7tSd5yEWCxP;36u7PMDznjtLMthdoMqoqeu7tSd5yEWCxP;0;16;16;0.0625;0.125;;;;;
bc1q4p2gyenqdw6j0ygyfhczepn9kmgh02g7xygc3rsr6lyl88xj2n2qscdm6q;bc1q4p2gyenqdw6j0ygyfhczepn9kmgh02g7xygc3rsr6lyl88xj2n2qscdm6q;0;16;16;0.0625;0.125;;;;;
bc1qdx6hrznc5g098nchfg5hcrhdgtz6gdlrwksawg89ad9r0n5qja4s0nz8wg;bc1qdx6hrznc5g098nchfg5hcrhdgtz6gdlrwksawg89ad9r0n5qja4s0nz8wg;0;16;16;0.0625;0.125;;;;;
348UwhUNpVsk52RqN5j3fCRCKqwoLZyF5u;348UwhUNpVsk52RqN5j3fCRCKqwoLZyF5u;0;16;16;0.0625;0.125;;;;;
bc1pdy4ceykvcg3yckhlm9vqllpa5ghjzlewa2mggyywtu7c0hy695cs4k260p;bc1pdy4ceykvcg3yckhlm9vqllpa5ghjzlewa2mggyywtu7c0hy695cs4k260p;16;0;16;0.0625;0.125;;;;;
bc1pkl966v8lczq0k3gm65qawfsuyeqje9m4xqlhs05j2l0n2zwmkvcq394a8l;bc1pkl966v8lczq0k3gm65qawfsuyeqje9m4xqlhs05j2l0n2zwmkvcq394a8l;16;0;16;0.0625;0.125;;;;;
bc1p5n0evmwvaer6w3mlj52xa9jvk8hr78akxa0rg9jp2kp5fxe2rvzq9j2l2q;bc1p5n0evmwvaer6w3mlj52xa9jvk8hr78akxa0rg9jp2kp5fxe2rvzq9j2l2q;16;0;16;0.0625;0.125;;;;;
bc1pjjsxm8e7e8jjycje2zkqxnn97u0nmx2jd7h6vyv2gg58mjt46u6q8l03zu;bc1pjjsxm8e7e8jjycje2zkqxnn97u0nmx2jd7h6vyv2gg58mjt46u6q8l03zu;16;0;16;0.0625;0.125;;;;;
bc1pjk30lqrhjy02w4ga3vwjzm0mefrmf2yu93qagxjc3l4zrz9fh7cqdxnv3d;bc1pjk30lqrhjy02w4ga3vwjzm0mefrmf2yu93qagxjc3l4zrz9fh7cqdxnv3d;16;0;16;0.0625;0.125;;;;;
bc1qxrxv29l92w6x84d80em9xyzwnancdmvpmf3dqp;bc1qxrxv29l92w6x84d80em9xyzwnancdmvpmf3dqp;16;0;16;0.0625;0.125;;;;;
bc1pjtpljfr7m2wyf5utpyy7xa5u5369zg42a48gpv65a3gw0gtavwgsazq3d6;bc1pjtpljfr7m2wyf5utpyy7xa5u5369zg42a48gpv65a3gw0gtavwgsazq3d7;16;0;16;0.0625;0.125;;;;;
bc1p2k2vww2p4qvgmct05g3xw2v6pd8fl3fr9zl922rm3jxprug4vn2qnkvmza;bc1p2k2vww2p4qvgmct05g3xw2v6pd8fl3fr9zl922rm3jxprug4vn2qnkvmza;16;0;16;0.0625;0.125;;;;;
bc1pem20v9lwg5fpac97rggks48ta6ztsftdecuf8jspmtreky6088cs739rwk;bc1pem20v9lwg5fpac97rggks48ta6ztsftdecuf8jspmtreky6088cs739rwk;16;0;16;0.0625;0.125;;;;;
